ACADEMIC_PERIOD,MAJOR_CODE,SUBJECT,COURSE_NUMBER,SEQ_NUMBER,CRN,COURSE_TITLE,CREDIT_HRS,COURSE_CREDIT_RANGE,CREDIT_HR_SESSION,MEET_DAYS,BEGIN_TIME,END_TIME,CLASS_TIME,BLDG_CODE,ROOM_CODE,INSTRUCTOR1,INSTRUCTOR2,INSTRUCTOR3,COURSE_NOTES,COURSE_ATTRIBUTES,MAX_ENROLL,CURR_ENROLL,SEATS_REMAINING
201601,AFR,SOC,390,0,15261,Qualitative Research Methods,,1,1, M     ,1330,1620,0130 - 0420pm,CHAM,1015,Ewoodzie J,,,,NONE,15,0,15
201601,SOC,SOC,390,0,15261,Qualitative Research Methods,,1,1, M     ,1330,1620,0130 - 0420pm,CHAM,1015,Ewoodzie J,,,,NONE,15,0,15
201601,GSS,SOC,390,0,15261,Qualitative Research Methods,,1,1, M     ,1330,1620,0130 - 0420pm,CHAM,1015,Ewoodzie J,,,,NONE,15,0,15
201601,SOC,SOC,395,0,13303,Indep Research in Sociology,,1,1,      ,,,TBA ,,,Staff S,,,PRM,,5,0,5
201601,SOC,SOC,495,0,13305,Indep Research in Sociology,,1,1,      ,,,TBA ,,,Staff S,,,PRM,,5,0,5
201601,SPA,SPA,101,A,10585,Elementary Spanish I,,1,1, M  W  F ,830,920,0830 - 0920am,CHAM,3068,Santamaria M,,,XP,,18,0,18
201601,SPA,SPA,101,B,10586,Elementary Spanish I,,1,1, M  W  F ,930,1020,0930 - 1020am,CHAM,1046,Lopez Martin A,,,XP,,18,0,18
201601,SPA,SPA,102,A,10588,Elementary Spanish II,,1,1, M  W  F ,830,920,0830 - 0920am,CHAM,2187,Scott R,,,"XP,PRQ",,18,0,18
201601,SPA,SPA,102,B,10589,Elementary Spanish II,,1,1, M  W  F ,930,1020,0930 - 1020am,CHAM,1086,Scott R,,,"XP,PRQ",,18,0,18
201601,SPA,SPA,102,C,12909,Elementary Spanish II,,1,1, M  W  F ,1130,1220,1130 - 1220pm,CHAM,1086,Lopez Martin A,,,"XP,PRQ",,18,0,18
201601,SPA,SPA,201,A,10594,Intermediate Spanish,,1,1, M  W  F ,1030,1120,1030 - 1120am,CHAM,3068,Santamaria M,,,"XP,PRQ",FRLG,18,0,18
201601,SPA,SPA,201,B,10595,Intermediate Spanish,,1,1, M  W  F ,1130,1220,1130 - 1220pm,CHAM,3068,Santamaria M,,,"XP,PRQ",FRLG,18,0,18
201601,SPA,SPA,201,C,10596,Intermediate Spanish,,1,1, M  W  F ,1230,1320,1230 - 0120pm,CHAM,2187,Scott R,,,"XP,PRQ",FRLG,18,0,18
201601,SPA,SPA,201,D,12964,Intermediate Spanish,,1,1, M  W  F ,1330,1420,0130 - 0220pm,CHAM,2130,Gonzalez M,,,"XP,PRQ",FRLG,18,0,18
201601,SPA,SPA,201,E,13437,Intermediate Spanish,,1,1, M  W  F ,1430,1520,0230 - 0320pm,CHAM,2187,Gonzalez M,,,"XP,PRQ",FRLG,18,0,18
201601,SPA,SPA,260,A,12021,Spanish Conversation & Comp,,1,1, M  W  F ,830,920,0830 - 0920am,CHAM,2234,Sanchez-Sanchez S,,,"XP,PRQ",FRLG,16,0,16
201601,LAS,SPA,260,A,12021,Spanish Conversation & Comp,,1,1, M  W  F ,830,920,0830 - 0920am,CHAM,2234,Sanchez-Sanchez S,,,"XP,PRQ",FRLG,16,0,16
201601,SPA,SPA,260,B,12893,Spanish Conversation & Comp,,1,1, M  W  F ,930,1020,0930 - 1020am,CHAM,3209,Sanchez-Sanchez S,,,"XP,PRQ",FRLG,16,0,16
201601,LAS,SPA,260,B,12893,Spanish Conversation & Comp,,1,1, M  W  F ,930,1020,0930 - 1020am,CHAM,3209,Sanchez-Sanchez S,,,"XP,PRQ",FRLG,16,0,16
201601,SPA,SPA,260,C,13340,Spanish Conversation & Comp,,1,1,  T  R  ,1340,1455,0140 - 0255pm,CHAM,2209,Pena L,,,"XP,PRQ",FRLG,16,0,16
201601,LAS,SPA,260,C,13340,Spanish Conversation & Comp,,1,1,  T  R  ,1340,1455,0140 - 0255pm,CHAM,2209,Pena L,,,"XP,PRQ",FRLG,16,0,16
201601,SPA,SPA,270,A,13344,Textual Analysis,,1,1,  T  R  ,940,1055,0940 - 1055am,CHAM,3198,Boyer P,,,PRQ,CULT FRLG LTRQ,20,0,20
201601,LAS,SPA,270,A,13344,Textual Analysis,,1,1,  T  R  ,940,1055,0940 - 1055am,CHAM,3198,Boyer P,,,PRQ,CULT FRLG LTRQ,20,0,20
201601,LIT,SPA,270,A,13344,Textual Analysis,,1,1,  T  R  ,940,1055,0940 - 1055am,CHAM,3198,Boyer P,,,PRQ,CULT FRLG LTRQ,20,0,20
201601,LAS,SPA,270,B,13345,Textual Analysis,,1,1,  T  R  ,1215,1330,1215 - 0130pm,CHAM,3198,Boyer P,,,PRQ,CULT FRLG LTRQ,20,0,20
201601,SPA,SPA,270,B,13345,Textual Analysis,,1,1,  T  R  ,1215,1330,1215 - 0130pm,CHAM,3198,Boyer P,,,PRQ,CULT FRLG LTRQ,20,0,20
201601,LIT,SPA,270,B,13345,Textual Analysis,,1,1,  T  R  ,1215,1330,1215 - 0130pm,CHAM,3198,Boyer P,,,PRQ,CULT FRLG LTRQ,20,0,20
201601,SPA,SPA,311,0,10599,Teaching Spa in Elem School,,1,1, M     ,1330,1620,0130 - 0420pm,CHAM,1086,Kietrys K,,,"7,XP,PRQ",FRLG LBRQ,20,0,20
201601,EDU,SPA,311,0,10599,Teaching Spa in Elem School,,1,1, M     ,1330,1620,0130 - 0420pm,CHAM,1086,Kietrys K,,,"7,XP,PRQ",FRLG LBRQ,20,0,20
201601,SPA,SPA,320,0,12666,Span Lit Through Golden Age,,1,1, M  W  F ,1130,1220,1130 - 1220pm,CHAM,3198,Sanchez-Sanchez S,,,PRQ,FRLG LTRQ,20,0,20
201601,LIT,SPA,320,0,12666,Span Lit Through Golden Age,,1,1, M  W  F ,1130,1220,1130 - 1220pm,CHAM,3198,Sanchez-Sanchez S,,,PRQ,FRLG LTRQ,20,0,20
201601,LIT,SPA,330,0,14394,Modern Spain,,1,1, M  W  F ,1330,1420,0130 - 0220pm,CHAM,3198,Lopez Martin A,,,PRQ,FRLG LTRQ,20,0,20
201601,SPA,SPA,330,0,14394,Modern Spain,,1,1, M  W  F ,1330,1420,0130 - 0220pm,CHAM,3198,Lopez Martin A,,,PRQ,FRLG LTRQ,20,0,20
201601,LIT,SPA,340,0,10801,Latin Amer Literature I,,1,1,  T  R  ,1340,1455,0140 - 0255pm,CHAM,3198,Boyer P,,,PRQ,CULT FRLG LTRQ,20,0,20
201601,SPA,SPA,340,0,10801,Latin Amer Literature I,,1,1,  T  R  ,1340,1455,0140 - 0255pm,CHAM,3198,Boyer P,,,PRQ,CULT FRLG LTRQ,20,0,20
201601,LAS,SPA,340,0,10801,Latin Amer Literature I,,1,1,  T  R  ,1340,1455,0140 - 0255pm,CHAM,3198,Boyer P,,,PRQ,CULT FRLG LTRQ,20,0,20
201601,SPA,SPA,343,0,15558,Documenting Lat Am Contemp,,1,1,  T  R  ,940,1055,0940 - 1055am,CHAM,2209,Pena L,,,PRQ,CULT FRLG,20,0,20
201601,LIT,SPA,343,0,15558,Documenting Lat Am Contemp,,1,1,  T  R  ,940,1055,0940 - 1055am,CHAM,2209,Pena L,,,PRQ,CULT FRLG,20,0,20
201601,FMS,SPA,352,0,14893,Contemp Latin American Cinema,,1,1,  T  R  ,1215,1330,1215 - 0130pm,CHAM,2209,Pena L,,,"XP,PRQ",CULT FRLG VPRQ,20,0,20
201601,SPA,SPA,352,0,14893,Contemp Latin American Cinema,,1,1,  T  R  ,1215,1330,1215 - 0130pm,CHAM,2209,Pena L,,,"XP,PRQ",CULT FRLG VPRQ,20,0,20
201601,LAS,SPA,352,0,14893,Contemp Latin American Cinema,,1,1,  T  R  ,1215,1330,1215 - 0130pm,CHAM,2209,Pena L,,,"XP,PRQ",CULT FRLG VPRQ,20,0,20
201601,SPA,SPA,407,0,15557,"Sem: Mem, Wmn & Contemp Spain",,1,1,   W   ,1330,1620,0130 - 0420pm,CHAM,3196,Kietrys K,,,PRQ,,12,0,12
201601,LIT,SPA,407,0,15557,"Sem: Mem, Wmn & Contemp Spain",,1,1,   W   ,1330,1620,0130 - 0420pm,CHAM,3196,Kietrys K,,,PRQ,,12,0,12
201601,GSS,SPA,407,0,15557,"Sem: Mem, Wmn & Contemp Spain",,1,1,   W   ,1330,1620,0130 - 0420pm,CHAM,3196,Kietrys K,,,PRQ,,12,0,12
201601,SPA,SPA,490,A,10604,Sem: Rewriting Hisp Tradition,,1,1,  T    ,1340,1620,0140 - 0420pm,CHAM,3196,Willis A,,,"4,PRQ",FRLG,8,0,8
201601,SPA,SPA,490,B,14492,Sem: Rewriting Hisp Tradition,,1,1,     F ,1330,1620,0130 - 0420pm,CHAM,3196,Willis A,,,"4,PRQ",FRLG,8,0,8
201601,THE,THE,11,0,13171,Applied Theatre,,0,0,      ,,,TBA ,,,Wadman A,,,PRM,,16,0,16
201601,THE,THE,21,0,12683,Applied Theatre,,0,0,      ,,,TBA ,,,Wadman A,,,PRM,,16,0,16
201601,THE,THE,31,0,12684,Applied Theatre,,0,0,      ,,,TBA ,,,Wadman A,,,PRM,,16,0,16
201601,THE,THE,41,0,12685,Applied Theatre,,0,0,      ,,,TBA ,,,Wadman A,,,PRM,,16,0,16
201601,THE,THE,101,0,10606,Introduction to Theatre Arts,,1,1, M  W  F ,1230,1320,1230 - 0120pm,CUNN,109,Wadman A,,,XP,VPRQ,30,0,30
201601,THE,THE,221,0,15616,Devised Theatre,,1,1,  T  R  ,1340,1620,0140 - 0420pm,CUNN,100,Costa A,,,XP,VPRQ,16,0,16
201601,THE,THE,245,A,12496,Acting I,,1,1, M  W   ,1430,1620,0230 - 0420pm,CUNN,100,Green S,,,,VPRQ,12,0,12
201601,THE,THE,245,B,14623,Acting I,,1,1,  T  R  ,815,1055,0815 - 1055am,CUNN,100,Sutch M,,,9,VPRQ,12,0,12
201601,LIT,THE,250,0,14857,Play Analysis for Production,,1,1, M  W  F ,1330,1420,0130 - 0220pm,CUNN,111,Gardner J,,,,VPRQ,16,0,16
201601,THE,THE,250,0,14857,Play Analysis for Production,,1,1, M  W  F ,1330,1420,0130 - 0220pm,CUNN,111,Gardner J,,,,VPRQ,16,0,16
201601,THE,THE,325,0,16113,Production Dramaturgy,,1,1,  T  R  ,1215,1330,1215 - 0130pm,CUNN,111,Green S,,,,VPRQ,16,0,16
201601,DAN,THE,335,0,14060,Fundamental Stage Design & Lab,,1,0,  T  R  ,1505,1620,0305 - 0420pm,LIB,B110,Tripathi A,,,234+,VPRQ,10,0,10
201601,DAN,THE,335,0,14060,Fundamental Stage Design & Lab,,1,1,  T    ,1505,1620,0305 - 0420pm,CUNN,135,Tripathi A,,,234+,VPRQ,10,0,10
201601,THE,THE,335,0,14060,Fundamental Stage Design & Lab,,1,1,  T    ,1505,1620,0305 - 0420pm,CUNN,135,Tripathi A,,,234+,VPRQ,10,0,10
201601,THE,THE,335,0,14060,Fundamental Stage Design & Lab,,1,0,  T  R  ,1505,1620,0305 - 0420pm,LIB,B110,Tripathi A,,,234+,VPRQ,10,0,10
201601,THE,THE,345,0,13563,Acting II,,1,1, M  W   ,1030,1220,1030 - 1220pm,CUNN,100,Costa A,,,"PRQ,XP",,10,0,10
201601,THE,THE,355,0,13859,Directing I,,1,1, M  W   ,1230,1420,1230 - 0220pm,CUNN,100,Sutch M,,,PRQ,VPRQ,8,0,8
201601,THE,THE,383,0,14625,Contemp Perf: Current Trends,,1,1,  T  R  ,940,1055,0940 - 1055am,CUNN,111,Green S,,,"234,PRM",VPRQ,12,0,12
201601,GSS,THE,383,0,14625,Contemp Perf: Current Trends,,1,1,  T  R  ,940,1055,0940 - 1055am,CUNN,111,Green S,,,"234,PRM",VPRQ,12,0,12
201601,LIT,THE,383,0,14625,Contemp Perf: Current Trends,,1,1,  T  R  ,940,1055,0940 - 1055am,CUNN,111,Green S,,,"234,PRM",VPRQ,12,0,12
201601,THE,THE,391,0,14741,IS: Advanced Acting,,1,1,      ,,,TBA ,,,Costa A,,,PRM,,2,0,2
201601,THE,THE,392,0,14266,IS: Advanced Directing,,1,1,      ,,,TBA ,,,Sutch M,,,PRM,,2,0,2
201601,THE,THE,393,0,14091,IS: Advanced Design,,1,1,      ,,,TBA ,,,Gardner J,,,PRM,,2,0,2
201601,THE,THE,394,0,15450,IS: Dramaturgy,,1,1,      ,,,TBA ,,,Green S,,,PRM,,5,0,5
201601,WRI,WRI,101,A,15110,Questions of Privilege,,1,1,  T  R  ,1215,1330,1215 - 0130pm,CHAM,1096,Kaufman G,,,"1,W",COMP,14,0,14
201601,WRI,WRI,101,B,15113,What Is a Body?,,1,1,  T  R  ,1340,1455,0140 - 0255pm,CHAM,2130,Horowitz K,,,"1,W",COMP,14,0,14
201601,WRI,WRI,101,C,15115,Words with Images,,1,1,  T  R  ,1340,1455,0140 - 0255pm,SLOAN,B011,Fernandez R,,,"1,W",COMP,14,0,14
201601,WRI,WRI,101,D,15118,Freedom,,1,1, M  W  F ,830,920,0830 - 0920am,WALL,307,Robb D,,,"1,W",COMP,14,0,14
201601,WRI,WRI,101,E,15125,The Ethical Diet,,1,1,  T  R  ,1505,1620,0305 - 0420pm,CHAM,2209,Jankovic M,,,"1,W",COMP,14,0,14
201601,WRI,WRI,101,F,15126,Writing World Music,,1,1,  T  R  ,940,1055,0940 - 1055am,SLOAN,B011,Weinstein G,,,"1,W",COMP,14,0,14
201601,WRI,WRI,101,G,15127,Writing Medicine,,1,1,  T  R  ,815,920,0815 - 0920am,CHAM,3209,Vaz O,,,"1,W",COMP,14,0,14
201601,WRI,WRI,101,H,15128,Extraordinary Bodies,,1,1, M  W  F ,830,920,0830 - 0920am,CHAM,1096,Fox A,,,"1,W",COMP,14,0,14
201601,WRI,WRI,101,J,15135,Leisure and Play,,1,1, M  W  F ,830,920,0830 - 0920am,CHAM,1015,Campbell S,,,"1,W",COMP,14,0,14
201601,WRI,WRI,101,K,15137,Words with Images,,1,1,  T  R  ,1340,1455,0140 - 0255pm,CHAM,3209,Hillard V,,,"1,W",COMP,14,0,14
201601,WRI,WRI,101,L,15138,Empathy & the Environment,,1,1, M  W  F ,930,1020,0930 - 1020am,CUNN,111,Mangrum B,,,"1,W",COMP,14,0,14
201601,WRI,WRI,101,M,15140,In Stitches,,1,1,  T  R  ,940,1055,0940 - 1055am,CHAM,1045,Stutts L,,,"1,W",COMP,14,0,14
201601,WRI,WRI,101,N,15142,Justice and Piety,,1,1, M  W  F ,830,920,0830 - 0920am,CHAM,2196,Shaw B,,,"1,W",COMP,14,0,14
201601,WRI,WRI,101,O,15144,Girls and Women in Novels,,1,1, M  W  F ,830,920,0830 - 0920am,CHAM,3196,Gay R,,,"1,W",COMP,14,0,14
201601,WRI,WRI,101,P,15145,The American Dream,,1,1, M  W  F ,930,1020,0930 - 1020am,CHAM,1096,Roberts S,,,"1,W",COMP,14,0,14
201601,WRI,WRI,101,Q,15146,Codex to Cloud,,1,1, M  W  F ,1130,1220,1130 - 1220pm,EU,101,Snyder H,,,"1,W",COMP,14,0,14
201601,WRI,WRI,101,R,15147,Writing China,,1,1, M  W  F ,930,1020,0930 - 1020am,WALL,307,Rigger S,,,"1,W",COMP,14,0,14
201601,WRI,WRI,101,S,15148,Writing about Modern Physics,,1,1, M  W  F ,1030,1120,1030 - 1120am,DANA,153,Yukich J,,,"1,W",COMP,14,0,14
201601,WRI,WRI,101,T,15149,Strangers: Xenia & Xenophobia,,1,1,  T  R  ,815,930,0815 - 0930am,EU,101,Ford G,,,"1,W",COMP,14,0,14
201601,WRI,WRI,101,U,15899,Religion and Violence,,1,1, M  W  F ,1130,1220,1130 - 1220pm,CUNN,111,Blum J,,,"1,W",COMP,14,0,14
201601,WRI,WRI,101,V,16125,Religion and Violence,,1,1, M  W  F ,1230,1320,1230 - 0120pm,CUNN,111,Blum J,,,"1,W",COMP,14,0,14
201601,WRI,WRI,101,W,16142,Toys and Games,,1,1, M  W  F ,1430,1520,0230 - 0320pm,CHAM,1062,Sample M,,,"1,W",COMP,14,0,14
201601,WRI,WRI,101,X,16166,Writing World Music,,1,1,  T  R  ,1505,1620,0305 - 0420pm,CHAM,1046,Weinstein G,,,"1,W,",COMP,14,0,14
201602,AFR,AFR,235,0,25625,REGISTER FOR CRN 25624,,1,1,  T  R  ,940,1055,0940 - 1055am,CUNN,109,Benson D,,,XLST,,0,0,0
201602,LIT,AFR,300,0,25346,Afro-Latino Intellect Thought,,1,1,   W   ,1330,1620,0130 - 0420pm,CHAM,2146,Benson D,,,,NONE,15,0,15
201602,AFR,AFR,300,0,25346,Afro-Latino Intellect Thought,,1,1,   W   ,1330,1620,0130 - 0420pm,CHAM,2146,Benson D,,,,NONE,15,0,15
201602,AFR,AFR,320,0,25622,REGISTER FOR CRN 25059,,1,1,  T  R  ,1340,1455,0140 - 0255pm,CHAM,3187,Kelly H,,,XLST,,0,0,0
201602,AFR,AFR,395,0,25142,Whiteness in America TBD,,1,1, M     ,1330,1620,0130 - 0420pm,CHAM,3196,Hucks T,,,"23,PRM",,15,0,15
201602,AFR,AFR,495,0,25143,Africana Studies Sr. Capstone,,1,1,      ,,,TBA ,,,Kelly H,,,4,,15,0,15
201602,ANT,ANT,101,0,20025,Intro Cultural Anthropology,,1,1, M  W  F ,1030,1120,1030 - 1120am,CHAM,1027,Lozada E,,,,SSRQ,30,0,30
201602,ANT,ANT,207,0,23875,"Foragers, Farmers & Chiefs",,1,1, M  W  F ,1130,1220,1130 - 1220pm,CHAM,2187,Ringle W,,,,HTRQ,30,0,30
201602,ENV,ANT,207,0,23875,"Foragers, Farmers & Chiefs",,1,1, M  W  F ,1130,1220,1130 - 1220pm,CHAM,2187,Ringle W,,,,HTRQ,30,0,30
201602,LAS,ANT,227,0,25047,Environ & Cult in Lat America,,1,1, M  W  F ,930,1020,0930 - 1020am,CHAM,3187,Samson C,,,,LBRQ,30,0,30
201602,ANT,ANT,227,0,25047,Environ & Cult in Lat America,,1,1, M  W  F ,930,1020,0930 - 1020am,CHAM,3187,Samson C,,,,LBRQ,30,0,30
201602,ENV,ANT,227,0,25047,Environ & Cult in Lat America,,1,1, M  W  F ,930,1020,0930 - 1020am,CHAM,3187,Samson C,,,,LBRQ,30,0,30
201602,ENV,ANT,273,0,24752,Bioarchaeology,,1,1, M  W  F ,830,920,0830 - 0920am,CHAM,2068,Cho H,,,,HTRQ,30,0,30
201602,ANT,ANT,273,0,24752,Bioarchaeology,,1,1, M  W  F ,830,920,0830 - 0920am,CHAM,2068,Cho H,,,,HTRQ,30,0,30
201602,AFR,ANT,335,0,24250,Debunking Race,,1,1, M     ,1330,1620,0130 - 0420pm,CHAM,B022,Cho H,,,,SSRQ,15,0,15
201602,ANT,ANT,335,0,24250,Debunking Race,,1,1, M     ,1330,1620,0130 - 0420pm,CHAM,B022,Cho H,,,,SSRQ,15,0,15
201602,AFR,ANT,371,0,21707,Ethnographic Writing,,1,1,  T    ,1340,1620,0140 - 0420pm,CHAM,1046,Samson C,,,,NONE,15,0,15
201602,EAS,ANT,371,0,21707,Ethnographic Writing,,1,1,  T    ,1340,1620,0140 - 0420pm,CHAM,1046,Samson C,,,,NONE,15,0,15
201602,LAS,ANT,371,0,21707,Ethnographic Writing,,1,1,  T    ,1340,1620,0140 - 0420pm,CHAM,1046,Samson C,,,,NONE,15,0,15
201602,ANT,ANT,371,0,21707,Ethnographic Writing,,1,1,  T    ,1340,1620,0140 - 0420pm,CHAM,1046,Samson C,,,,NONE,15,0,15
201602,ANT,ANT,375,0,23529,Human Osteology,,1,1,   W   ,1330,1620,0130 - 0420pm,CHAM,B022,Cho H,,,,LBRQ,15,0,15
201602,ANT,ANT,388,0,25589,Stuffology: Material Culture,,1,1,  T  R  ,940,1055,0940 - 1055am,CHAM,1046,Ringle W,,,,,15,0,15
201602,ANT,ANT,396,0,23263,Independent Study,,1,1,      ,,,TBA ,,,Staff S,,,PRM,,5,0,5
201602,ANT,ANT,496,0,23264,Independent Study,,1,1,      ,,,TBA ,,,Staff S,,,PRM,,5,0,5
201602,ANT,ANT,499,B,24131,Honors Thesis,,1,1,      ,,,TBA ,,,Staff S,,,PRM,,5,0,5
201602,ARB,ARB,102,A,24272,Elementary Arabic II,,1,1, M  W  F ,1030,1120,1030 - 1120am,CHAM,3234,Joubin R,,,,,20,0,20
201602,ARB,ARB,102,B,24880,Elementary Arabic II,,1,1, M  W  F ,1130,1220,1130 - 1220pm,CHAM,3209,Botros B,,,,,20,0,20
201602,ARB,ARB,202,0,24408,Intermediate Arabic II,,1,1, M  W  F ,930,1020,0930 - 1020am,CHAM,2198,Botros B,,,,FRLG,20,0,20
201602,GSS,ARB,250,0,25423,Gender & Sexuality in Mid East,,1,1, M  W  F ,830,920,0830 - 0920am,CHAM,3234,Joubin R,,,,CULT LTRQ,20,0,20
201602,ARB,ARB,250,0,25423,Gender & Sexuality in Mid East,,1,1, M  W  F ,830,920,0830 - 0920am,CHAM,3234,Joubin R,,,,CULT LTRQ,20,0,20
201602,ARB,ARB,322,0,24631,Media in the Arab World,,1,1,  T  R  ,1215,1330,1215 - 0130pm,CHAM,B027,Botros B,,,PRQ,CULT FRLG,15,0,15
201602,ART,ART,100,0,21543,Survey of Western Art,,1,1, M  W  F ,1130,1220,1130 - 1220pm,VAC,117,Serebrennikov N,,,,VPRQ,30,0,30
201602,ART,ART,208,0,24884,Renaissance Art in N Europe,,1,1, M  W  F ,930,1020,0930 - 1020am,VAC,117,Serebrennikov N,,,,VPRQ,30,0,30
201602,ART,ART,216,0,23904,Nineteenth-Century Painting,,1,1,  T  R  ,1340,1455,0140 - 0255pm,VAC,117,Ligo L,,,,VPRQ,30,0,30
201602,ENV,ART,220,0,23572,The Greening of Mod Architect,,1,1,  T  R  ,940,1055,0940 - 1055am,VAC,117,Ligo L,,,,VPRQ,30,0,30
201602,ART,ART,220,0,23572,The Greening of Mod Architect,,1,1,  T  R  ,940,1055,0940 - 1055am,VAC,117,Ligo L,,,,VPRQ,30,0,30
201602,ART,ART,301,0,20006,Advanced Drawing,,1,1,  T  R  ,940,1055,0940 - 1055am,VAC,212,St Clair K,,,,VPRQ,12,0,12
201602,ART,ART,303,0,21536,Advanced Painting,,1,1,  T    ,1340,1620,0140 - 0420pm,VAC,213,St Clair K,,,,VPRQ,15,0,15
201602,ART,ART,309,0,22198,Advanced Sculpture,,1,1,    R  ,1340,1620,0140 - 0420pm,VAC,106,Savage C,,,,VPRQ,10,0,10
201602,ART,ART,322,0,25298,REGISTER FOR CRN 25564,,1,1,  T  R  ,1215,1330,1215 - 0130pm,CHAM,1096,Toumazou M,,,XLST,NONE,0,0,0
201602,ART,ART,390,0,20016,Ind Study: Art History,,1,1,      ,,,TBA ,,,Staff S,,,PRM,,5,0,5
201602,ART,ART,391,0,21537,Indep Study: Studio Art,,1,1,      ,,,TBA ,,,Staff S,,,PRM,,5,0,5
201602,ART,ART,397,0,20022,Junior Advanced Study,,1,1,   W   ,1330,1620,0130 - 0420pm,VAC,212,Savage C,,,,,4,0,4
201602,ART,ART,402,0,21344,Capstone Seminar/Art History,,1,1,   W   ,1330,1620,0130 - 0420pm,VAC,108,Ligo L,,,PRM,,9,0,9
201602,BIO,BIO,103,0,23550,Microbes & Disease,,1,1,  T  R  ,1215,1330,1215 - 0130pm,DANA,146,McNally L,,,R,LBRQ,32,0,32
201602,BIO,BIO,108,A,24596,Human Biology,1,0 TO 1,1,  T  R  ,940,1055,0940 - 1055am,DANA,146,McNally L,,,R,NSRQ,16,0,16
201602,BIO,BIO,108,A,24596,Human Biology,1,0 TO 1,0,   W   ,1330,1620,0130 - 0420pm,WATSON,140,McNally L,,,R,NSRQ,16,0,16
201602,BIO,BIO,108,B,24597,Human Biology,1,0 TO 1,1,  T  R  ,940,1055,0940 - 1055am,DANA,146,McNally L,,,R,NSRQ,16,0,16
201602,BIO,BIO,108,B,24597,Human Biology,1,0 TO 1,0,    R  ,1340,1620,0140 - 0420pm,WATSON,140,McNally L,,,R,NSRQ,16,0,16
201602,BIO,BIO,111,A,20063,"Molecules, Genes & Cells",1,0 TO 1,1, M  W  F ,830,920,0830 - 0920am,WALL,106,Bernd K,,,B1,NSRQ,16,0,16
201602,BIO,BIO,111,A,20063,"Molecules, Genes & Cells",1,0 TO 1,0, M     ,1330,1620,0130 - 0420pm,WATSON,147,Bernd K,,,B1,NSRQ,16,0,16
201602,BIO,BIO,111,B,20064,"Molecules, Genes & Cells",1,0 TO 1,0,  T    ,815,1055,0815 - 1055am,WATSON,147,Bernd K,,,B1,NSRQ,16,0,16
201602,BIO,BIO,111,B,20064,"Molecules, Genes & Cells",1,0 TO 1,1, M  W  F ,830,920,0830 - 0920am,WALL,106,Bernd K,,,B1,NSRQ,16,0,16
201602,BIO,BIO,111,C,20518,"Molecules, Genes & Cells",1,0 TO 1,0,  T    ,1340,1620,0140 - 0420pm,WATSON,147,Melonakos J,,,B1,NSRQ,16,0,16
201602,BIO,BIO,111,C,20518,"Molecules, Genes & Cells",1,0 TO 1,1,  T  R  ,1215,1330,1215 - 0130pm,WALL,320,Melonakos J,,,B1,NSRQ,16,0,16
201602,BIO,BIO,111,D,20519,"Molecules, Genes & Cells",1,0 TO 1,1,  T  R  ,1215,1330,1215 - 0130pm,WALL,320,Melonakos J,,,B1,NSRQ,16,0,16
201602,BIO,BIO,111,D,20519,"Molecules, Genes & Cells",1,0 TO 1,0,    R  ,1340,1620,0140 - 0420pm,WATSON,147,Melonakos J,,,B1,NSRQ,16,0,16
201602,BIO,BIO,111,E,24230,"Molecules, Genes & Cells",1,0 TO 1,1, M  W  F ,1030,1120,1030 - 1120am,WALL,106,Sarafova S,,,B1,NSRQ,16,0,16
201602,BIO,BIO,111,E,24230,"Molecules, Genes & Cells",1,0 TO 1,0,   W   ,1330,1620,0130 - 0420pm,WATSON,147,Sarafova S,,,B1,NSRQ,16,0,16
201602,BIO,BIO,111,F,24231,"Molecules, Genes & Cells",1,0 TO 1,0,    R  ,815,1055,0815 - 1055am,WATSON,147,Sarafova S,,,B1,NSRQ,16,0,16
201602,BIO,BIO,111,F,24231,"Molecules, Genes & Cells",1,0 TO 1,1, M  W  F ,1030,1120,1030 - 1120am,WALL,106,Sarafova S,,,B1,NSRQ,16,0,16
201602,BIO,BIO,114,A,24900,Integr Concepts in Biology II,1,0 TO 1,0, M     ,1330,1620,0130 - 0420pm,WATSON,119,Peroni P,,,B2,NSRQ,16,0,16
201602,BIO,BIO,114,A,24900,Integr Concepts in Biology II,1,0 TO 1,1,  T  R  ,940,1055,0940 - 1055am,WALL,106,Peroni P,,,B2,NSRQ,16,0,16
201602,BIO,BIO,114,B,24901,Integr Concepts in Biology II,1,0 TO 1,0,  T    ,1340,1620,0140 - 0420pm,WATSON,119,Peroni P,,,B2,NSRQ,16,0,16
201602,BIO,BIO,114,B,24901,Integr Concepts in Biology II,1,0 TO 1,1,  T  R  ,940,1055,0940 - 1055am,WALL,106,Peroni P,,,B2,NSRQ,16,0,16
201602,BIO,BIO,114,C,25559,Integr Concepts in Biology II,1,0 TO 1,1, M  W  F ,1230,1320,1230 - 0120pm,WALL,243,Paradise C,,,B2,NSRQ,16,0,16
201602,BIO,BIO,114,C,25559,Integr Concepts in Biology II,1,0 TO 1,0,   W   ,1330,1620,0130 - 0420pm,WATSON,119,Paradise C,,,B2,NSRQ,16,0,16
201602,BIO,BIO,114,D,25560,Integr Concepts in Biology II,1,0 TO 1,0,    R  ,1340,1620,0140 - 0420pm,WATSON,119,Paradise C,,,B2,NSRQ,16,0,16
